Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
240,OR-000240,06/10/2023,06/11/2023,Standard Class,CUST-0182,Edward Davis,Consumer,United States,Houston,Georgia,48601,South,PROD-0005,Furniture,Tables,Coffee Table,1014.15,6,0.14,220.74
241,OR-000241,05/19/2023,05/24/2023,Second Class,CUST-0142,Edward Davis,Corporate,United States,Chicago,Oregon,57983,West,PROD-0076,Office Supplies,Labels,Address Labels,1263.81,8,0.06,383.26
242,OR-000242,12/31/2023,01/03/2024,Standard Class,CUST-0443,Edward Davis,Corporate,United States,New York,Illinois,12719,Central,PROD-0067,Technology,Computers,Desktop,634.57,7,0.15,132.11
243,OR-000243,09/23/2023,09/28/2023,Second Class,CUST-0422,Jane Doe,Home Office,United States,New York,New York,50531,East,PROD-0032,Office Supplies,Paper,Notebook,876.44,4,0.22,145.3
244,OR-000244,07/06/2023,07/10/2023,Standard Class,CUST-0318,Charlie Wilson,Home Office,United States,Chicago,Ohio,68019,Central,PROD-0090,Technology,Accessories,Keyboard,966.79,3,0.24,372.21
245,OR-000245,07/10/2023,07/13/2023,Same Day,CUST-0074,Jane Doe,Corporate,United States,New York,Georgia,14708,South,PROD-0075,Technology,Copiers,Copier Machine,251.44,1,0.0,70.75
246,OR-000246,10/28/2023,11/04/2023,Same Day,CUST-0054,Diana Miller,Corporate,United States,Houston,Ohio,90033,Central,PROD-0096,Furniture,Furnishings,Product,1254.96,10,0.17,487.55
247,OR-000247,03/03/2023,03/05/2023,Standard Class,CUST-0299,Alice Brown,Consumer,United States,Houston,North Carolina,74341,South,PROD-0074,Technology,Computers,Tablet,3390.32,10,0.16,1316.1
248,OR-000248,04/21/2023,04/25/2023,Same Day,CUST-0007,Alice Brown,Consumer,United States,Houston,New York,68967,East,PROD-0023,Furniture,Chairs,Ergonomic Chair,137.92,5,0.2,34.87
249,OR-000249,12/09/2023,12/12/2023,Standard Class,CUST-0432,Edward Davis,Consumer,United States,Los Angeles,Georgia,83180,South,PROD-0020,Office Supplies,Paper,Sticky Notes,11.86,1,0.27,1.68
250,OR-000250,02/08/2023,02/15/2023,Standard Class,CUST-0414,John Smith,Corporate,United States,Houston,California,83214,West,PROD-0089,Furniture,Tables,Coffee Table,561.62,9,0.21,196.43
251,OR-000251,04/29/2023,05/03/2023,Second Class,CUST-0061,George Martinez,Home Office,United States,Chicago,Massachusetts,23564,East,PROD-0044,Office Supplies,Binders,3-Ring Binder,389.87,2,0.28,114.23
252,OR-000252,01/20/2023,01/23/2023,Same Day,CUST-0317,Bob Johnson,Corporate,United States,Los Angeles,Massachusetts,99263,East,PROD-0016,Technology,Accessories,Keyboard,185.51,1,0.13,50.47
253,OR-000253,03/19/2023,03/20/2023,Same Day,CUST-0042,Edward Davis,Consumer,United States,Houston,Texas,72739,Central,PROD-0099,Office Supplies,Binders,5-Ring Binder,3060.0,9,0.26,393.22
254,OR-000254,01/28/2023,02/01/2023,Same Day,CUST-0419,George Martinez,Home Office,United States,Chicago,Florida,43185,South,PROD-0025,Technology,Computers,Desktop,801.72,2,0.07,317.7
255,OR-000255,02/13/2023,02/15/2023,First Class,CUST-0098,Alice Brown,Consumer,United States,Los Angeles,North Carolina,69709,South,PROD-0087,Furniture,Tables,Coffee Table,422.0,2,0.07,87.27
256,OR-000256,01/14/2023,01/19/2023,First Class,CUST-0164,Alice Brown,Home Office,United States,New York,Ohio,88001,Central,PROD-0093,Furniture,Tables,Dining Table,342.01,4,0.19,135.83
257,OR-000257,03/24/2023,03/29/2023,First Class,CUST-0301,Jane Doe,Home Office,United States,Los Angeles,Pennsylvania,71477,East,PROD-0092,Furniture,Chairs,Executive Chair,1421.67,7,0.23,536.69
258,OR-000258,02/24/2023,02/25/2023,Same Day,CUST-0005,Bob Johnson,Consumer,United States,New York,Illinois,43448,Central,PROD-0029,Office Supplies,Binders,5-Ring Binder,1856.47,8,0.09,593.31
259,OR-000259,05/05/2023,05/11/2023,First Class,CUST-0480,Fiona Garcia,Home Office,United States,Los Angeles,Texas,41590,Central,PROD-0019,Furniture,Furnishings,Product,2690.39,9,0.13,937.8
260,OR-000260,04/07/2023,04/12/2023,Standard Class,CUST-0362,Edward Davis,Consumer,United States,Houston,North Carolina,83055,South,PROD-0052,Technology,Accessories,Keyboard,1251.6,7,0.25,156.86
261,OR-000261,02/08/2023,02/13/2023,Standard Class,CUST-0486,Hannah Lee,Home Office,United States,Los Angeles,Florida,56895,South,PROD-0033,Office Supplies,Labels,Address Labels,43.14,3,0.0,7.11
262,OR-000262,10/28/2023,11/04/2023,First Class,CUST-0144,John Smith,Home Office,United States,Houston,Illinois,83763,Central,PROD-0038,Office Supplies,Labels,Shipping Labels,189.38,5,0.18,25.1
263,OR-000263,03/27/2023,03/30/2023,Second Class,CUST-0317,Alice Brown,Consumer,United States,Los Angeles,Pennsylvania,12826,East,PROD-0063,Office Supplies,Binders,5-Ring Binder,305.29,7,0.04,46.32
264,OR-000264,01/03/2023,01/07/2023,Standard Class,CUST-0426,Diana Miller,Corporate,United States,Chicago,Pennsylvania,77024,East,PROD-0072,Office Supplies,Storage,File Box,895.01,5,0.23,302.22
265,OR-000265,11/27/2023,12/04/2023,Second Class,CUST-0277,John Smith,Corporate,United States,Houston,Texas,22010,Central,PROD-0079,Technology,Copiers,Copier Machine,318.29,2,0.16,60.02
266,OR-000266,06/10/2023,06/16/2023,Standard Class,CUST-0412,Bob Johnson,Home Office,United States,Los Angeles,Massachusetts,79252,East,PROD-0056,Technology,Computers,Desktop,261.51,1,0.29,27.87
267,OR-000267,06/05/2023,06/11/2023,Standard Class,CUST-0080,John Smith,Consumer,United States,Los Angeles,Ohio,32921,Central,PROD-0003,Office Supplies,Paper,Notebook,1722.06,10,0.19,468.42
268,OR-000268,04/21/2023,04/26/2023,First Class,CUST-0251,Charlie Wilson,Corporate,United States,Los Angeles,Georgia,46594,South,PROD-0081,Office Supplies,Labels,Shipping Labels,481.48,7,0.07,81.08
269,OR-000269,01/01/2024,01/03/2024,Second Class,CUST-0046,Bob Johnson,Home Office,United States,New York,North Carolina,81775,South,PROD-0025,Furniture,Chairs,Conference Chair,506.95,3,0.01,178.04
270,OR-000270,02/13/2023,02/18/2023,Standard Class,CUST-0237,Edward Davis,Consumer,United States,Chicago,Texas,18325,Central,PROD-0094,Office Supplies,Binders,5-Ring Binder,1732.1,9,0.09,471.27
271,OR-000271,12/14/2023,12/18/2023,Same Day,CUST-0178,Diana Miller,Consumer,United States,New York,New York,66559,East,PROD-0066,Office Supplies,Paper,Copy Paper,816.79,4,0.24,214.17
272,OR-000272,04/08/2023,04/10/2023,Second Class,CUST-0178,Edward Davis,Home Office,United States,Chicago,Georgia,72705,South,PROD-0080,Office Supplies,Labels,Address Labels,1816.23,8,0.03,492.74
273,OR-000273,07/23/2023,07/27/2023,First Class,CUST-0352,Fiona Garcia,Home Office,United States,New York,Washington,76005,West,PROD-0016,Office Supplies,Binders,3-Ring Binder,276.01,3,0.03,85.46
274,OR-000274,03/19/2023,03/22/2023,First Class,CUST-0080,George Martinez,Consumer,United States,Los Angeles,Illinois,91067,Central,PROD-0067,Furniture,Furnishings,Product,1507.9,4,0.1,187.6
275,OR-000275,10/03/2023,10/08/2023,Same Day,CUST-0419,George Martinez,Home Office,United States,New York,Pennsylvania,44165,East,PROD-0070,Office Supplies,Labels,Shipping Labels,488.7,4,0.2,81.94
276,OR-000276,06/12/2023,06/13/2023,Standard Class,CUST-0154,Edward Davis,Home Office,United States,Houston,California,65702,West,PROD-0022,Furniture,Bookcases,Corner Bookcase,1923.99,7,0.14,574.84
277,OR-000277,05/30/2023,06/04/2023,Same Day,CUST-0157,John Smith,Consumer,United States,Houston,Massachusetts,67485,East,PROD-0091,Furniture,Chairs,Conference Chair,424.83,4,0.17,54.37
278,OR-000278,11/16/2023,11/21/2023,First Class,CUST-0154,Edward Davis,Corporate,United States,New York,New York,39590,East,PROD-0015,Technology,Copiers,Copier Machine,713.93,2,0.09,259.91
279,OR-000279,04/02/2023,04/06/2023,Same Day,CUST-0276,Charlie Wilson,Corporate,United States,Houston,New York,98441,East,PROD-0040,Technology,Phones,Mobile Phone,78.42,1,0.24,24.28
280,OR-000280,09/08/2023,09/13/2023,Same Day,CUST-0500,Diana Miller,Home Office,United States,Los Angeles,Pennsylvania,65784,East,PROD-0002,Office Supplies,Binders,3-Ring Binder,3164.88,9,0.19,1246.76
281,OR-000281,12/22/2023,12/24/2023,Same Day,CUST-0134,Charlie Wilson,Consumer,United States,New York,Illinois,37558,Central,PROD-0046,Furniture,Chairs,Executive Chair,600.02,5,0.08,107.26
282,OR-000282,09/29/2023,10/05/2023,Standard Class,CUST-0095,Charlie Wilson,Consumer,United States,New York,Texas,29848,Central,PROD-0028,Office Supplies,Binders,3-Ring Binder,583.42,10,0.28,87.63
283,OR-000283,11/07/2023,11/11/2023,First Class,CUST-0311,Bob Johnson,Consumer,United States,Chicago,Massachusetts,12697,East,PROD-0013,Furniture,Chairs,Ergonomic Chair,358.01,2,0.17,80.18
284,OR-000284,03/04/2023,03/08/2023,Same Day,CUST-0242,Charlie Wilson,Home Office,United States,New York,North Carolina,42710,South,PROD-0068,Technology,Computers,Laptop,3836.03,10,0.16,1293.31
285,OR-000285,08/24/2023,08/27/2023,Second Class,CUST-0006,Jane Doe,Home Office,United States,Chicago,Ohio,77699,Central,PROD-0085,Technology,Phones,Mobile Phone,453.9,4,0.25,162.2
286,OR-000286,09/10/2023,09/11/2023,Same Day,CUST-0030,Hannah Lee,Consumer,United States,New York,Georgia,90946,South,PROD-0050,Furniture,Tables,Dining Table,728.68,6,0.21,149.61
287,OR-000287,05/27/2023,05/31/2023,First Class,CUST-0416,Edward Davis,Consumer,United States,Chicago,North Carolina,34799,South,PROD-0074,Furniture,Bookcases,Standard Bookcase,539.23,7,0.28,179.0
288,OR-000288,04/17/2023,04/22/2023,Second Class,CUST-0294,Fiona Garcia,Corporate,United States,Houston,Illinois,67593,Central,PROD-0037,Furniture,Furnishings,Product,1121.52,5,0.21,429.28
289,OR-000289,08/01/2023,08/08/2023,First Class,CUST-0407,Diana Miller,Corporate,United States,Houston,Oregon,60373,West,PROD-0093,Office Supplies,Storage,File Box,783.5,3,0.24,90.41
290,OR-000290,06/24/2023,06/25/2023,Same Day,CUST-0154,Diana Miller,Corporate,United States,Chicago,Pennsylvania,70156,East,PROD-0004,Office Supplies,Storage,Storage Bin,925.45,7,0.21,265.17
291,OR-000291,09/18/2023,09/23/2023,Second Class,CUST-0423,Alice Brown,Corporate,United States,Houston,Texas,67249,Central,PROD-0054,Technology,Accessories,Mouse,1485.93,4,0.04,353.47
292,OR-000292,12/02/2023,12/09/2023,Second Class,CUST-0367,Diana Miller,Consumer,United States,Houston,Illinois,57511,Central,PROD-0055,Office Supplies,Labels,Address Labels,1572.74,7,0.25,436.29
293,OR-000293,07/27/2023,07/31/2023,First Class,CUST-0259,John Smith,Consumer,United States,New York,Washington,30588,West,PROD-0086,Office Supplies,Labels,Shipping Labels,2128.73,6,0.1,553.08
294,OR-000294,11/29/2023,11/30/2023,Standard Class,CUST-0356,John Smith,Consumer,United States,Houston,Washington,61782,West,PROD-0007,Technology,Accessories,Keyboard,1273.45,3,0.01,429.06
295,OR-000295,07/28/2023,07/31/2023,Standard Class,CUST-0450,George Martinez,Home Office,United States,Houston,Ohio,30690,Central,PROD-0015,Furniture,Chairs,Conference Chair,314.46,9,0.18,89.22
296,OR-000296,05/27/2023,06/03/2023,Same Day,CUST-0090,Jane Doe,Consumer,United States,Houston,Pennsylvania,56303,East,PROD-0054,Office Supplies,Binders,3-Ring Binder,83.65,4,0.23,21.69
297,OR-000297,11/04/2023,11/11/2023,Standard Class,CUST-0322,Charlie Wilson,Consumer,United States,Houston,North Carolina,80434,South,PROD-0024,Furniture,Bookcases,Standard Bookcase,160.24,1,0.15,63.2
298,OR-000298,11/01/2023,11/02/2023,Same Day,CUST-0033,George Martinez,Corporate,United States,Chicago,Washington,98581,West,PROD-0082,Furniture,Bookcases,Standard Bookcase,60.01,2,0.16,23.29
299,OR-000299,03/18/2023,03/20/2023,Second Class,CUST-0200,Fiona Garcia,Corporate,United States,Chicago,Pennsylvania,32525,East,PROD-0078,Technology,Copiers,Copier Machine,2007.94,10,0.28,338.7
300,OR-000300,08/31/2023,09/03/2023,Standard Class,CUST-0040,Edward Davis,Home Office,United States,Houston,Illinois,56234,Central,PROD-0054,Furniture,Chairs,Executive Chair,693.7,7,0.0,226.86
301,OR-000301,06/23/2023,06/25/2023,Same Day,CUST-0407,Hannah Lee,Home Office,United States,Chicago,Washington,18745,West,PROD-0059,Technology,Copiers,Copier Machine,465.06,1,0.03,119.86
302,OR-000302,07/03/2023,07/06/2023,Second Class,CUST-0121,Bob Johnson,Consumer,United States,Houston,Texas,86573,Central,PROD-0010,Furniture,Furnishings,Product,378.98,1,0.17,114.93
303,OR-000303,07/31/2023,08/03/2023,Same Day,CUST-0174,Jane Doe,Home Office,United States,Chicago,Texas,78340,Central,PROD-0097,Office Supplies,Storage,Storage Bin,198.5,1,0.08,61.47
304,OR-000304,01/12/2023,01/17/2023,First Class,CUST-0385,Charlie Wilson,Consumer,United States,New York,Illinois,93642,Central,PROD-0019,Technology,Accessories,Webcam,2634.38,8,0.19,486.51
305,OR-000305,05/19/2023,05/23/2023,First Class,CUST-0088,Bob Johnson,Consumer,United States,Houston,Ohio,41630,Central,PROD-0060,Technology,Phones,Office Phone,1268.82,5,0.28,393.97
306,OR-000306,10/29/2023,11/02/2023,Standard Class,CUST-0265,Fiona Garcia,Consumer,United States,Chicago,Georgia,62369,South,PROD-0045,Office Supplies,Paper,Sticky Notes,267.92,1,0.16,36.75
307,OR-000307,11/06/2023,11/13/2023,Second Class,CUST-0265,Alice Brown,Home Office,United States,New York,Pennsylvania,11496,East,PROD-0099,Technology,Phones,Office Phone,2553.3,6,0.07,843.3
308,OR-000308,04/03/2023,04/10/2023,Same Day,CUST-0300,Jane Doe,Home Office,United States,New York,Massachusetts,80664,East,PROD-0088,Technology,Phones,Office Phone,922.47,10,0.03,279.84
309,OR-000309,02/08/2023,02/13/2023,First Class,CUST-0040,George Martinez,Home Office,United States,Houston,Oregon,43967,West,PROD-0066,Office Supplies,Paper,Copy Paper,326.35,10,0.22,34.89
310,OR-000310,10/23/2023,10/27/2023,Second Class,CUST-0039,Hannah Lee,Corporate,United States,Los Angeles,Florida,90678,South,PROD-0057,Furniture,Bookcases,Corner Bookcase,315.24,4,0.06,35.89
311,OR-000311,04/19/2023,04/23/2023,Second Class,CUST-0215,Charlie Wilson,Corporate,United States,Houston,Ohio,78858,Central,PROD-0010,Office Supplies,Labels,Shipping Labels,174.38,2,0.18,64.04
312,OR-000312,06/11/2023,06/16/2023,Second Class,CUST-0348,Hannah Lee,Home Office,United States,Chicago,Texas,35085,Central,PROD-0061,Technology,Accessories,Mouse,3997.03,10,0.01,1136.7
313,OR-000313,10/13/2023,10/14/2023,First Class,CUST-0235,George Martinez,Consumer,United States,Los Angeles,Pennsylvania,93661,East,PROD-0002,Furniture,Bookcases,Standard Bookcase,1346.45,6,0.23,220.92
314,OR-000314,08/21/2023,08/23/2023,Second Class,CUST-0096,Bob Johnson,Home Office,United States,New York,North Carolina,98440,South,PROD-0061,Technology,Computers,Laptop,158.1,1,0.19,27.89
315,OR-000315,05/06/2023,05/10/2023,Second Class,CUST-0153,Edward Davis,Home Office,United States,New York,Washington,38706,West,PROD-0083,Technology,Computers,Tablet,2728.05,9,0.05,327.73
316,OR-000316,03/29/2023,04/02/2023,Second Class,CUST-0277,Edward Davis,Consumer,United States,Chicago,Pennsylvania,24885,East,PROD-0097,Technology,Copiers,Copier Machine,850.04,5,0.12,313.39
317,OR-000317,09/17/2023,09/22/2023,Same Day,CUST-0305,Bob Johnson,Corporate,United States,Los Angeles,Pennsylvania,39165,East,PROD-0054,Office Supplies,Paper,Copy Paper,970.22,3,0.18,166.6
318,OR-000318,12/07/2023,12/12/2023,First Class,CUST-0018,Diana Miller,Corporate,United States,Los Angeles,Washington,17309,West,PROD-0016,Furniture,Bookcases,Standard Bookcase,402.68,2,0.23,157.47
319,OR-000319,05/17/2023,05/19/2023,Second Class,CUST-0175,Hannah Lee,Consumer,United States,Los Angeles,Massachusetts,14660,East,PROD-0092,Furniture,Chairs,Ergonomic Chair,2060.34,10,0.12,768.27
320,OR-000320,07/30/2023,08/06/2023,Second Class,CUST-0296,George Martinez,Home Office,United States,Los Angeles,Ohio,61364,Central,PROD-0003,Technology,Copiers,Copier Machine,423.37,5,0.05,147.45
321,OR-000321,02/02/2023,02/03/2023,Standard Class,CUST-0402,Alice Brown,Consumer,United States,Los Angeles,Pennsylvania,80289,East,PROD-0030,Furniture,Furnishings,Product,1483.62,8,0.21,591.49
322,OR-000322,01/08/2023,01/12/2023,Standard Class,CUST-0392,John Smith,Corporate,United States,Los Angeles,Massachusetts,21807,East,PROD-0088,Office Supplies,Storage,File Box,93.44,5,0.23,15.21
323,OR-000323,07/07/2023,07/11/2023,First Class,CUST-0254,Bob Johnson,Home Office,United States,Houston,California,96032,West,PROD-0060,Technology,Copiers,Copier Machine,488.87,2,0.21,168.81
324,OR-000324,08/04/2023,08/08/2023,Standard Class,CUST-0181,Fiona Garcia,Corporate,United States,Chicago,Illinois,81348,Central,PROD-0068,Office Supplies,Binders,3-Ring Binder,777.19,9,0.19,187.18
325,OR-000325,02/07/2023,02/09/2023,Same Day,CUST-0328,Hannah Lee,Corporate,United States,Chicago,Illinois,81665,Central,PROD-0013,Technology,Accessories,Webcam,880.39,7,0.03,241.87
326,OR-000326,01/13/2023,01/15/2023,Same Day,CUST-0315,Diana Miller,Home Office,United States,Chicago,North Carolina,84258,South,PROD-0080,Office Supplies,Storage,File Box,2040.88,6,0.23,660.81
327,OR-000327,07/01/2023,07/02/2023,Standard Class,CUST-0154,Fiona Garcia,Home Office,United States,New York,Massachusetts,73647,East,PROD-0084,Office Supplies,Labels,Shipping Labels,1660.71,7,0.01,207.63
328,OR-000328,03/27/2023,03/30/2023,Same Day,CUST-0151,Bob Johnson,Consumer,United States,New York,Texas,95604,Central,PROD-0085,Technology,Copiers,Copier Machine,129.4,1,0.06,51.45
329,OR-000329,08/31/2023,09/07/2023,Same Day,CUST-0139,George Martinez,Corporate,United States,New York,Illinois,32004,Central,PROD-0068,Office Supplies,Storage,Storage Bin,418.58,2,0.22,54.79
330,OR-000330,01/26/2023,01/29/2023,Same Day,CUST-0488,John Smith,Home Office,United States,New York,North Carolina,36932,South,PROD-0080,Technology,Copiers,Copier Machine,746.74,9,0.1,231.07
331,OR-000331,09/13/2023,09/15/2023,First Class,CUST-0279,John Smith,Consumer,United States,Houston,Texas,69350,Central,PROD-0025,Technology,Accessories,Keyboard,462.07,4,0.29,167.44
332,OR-000332,09/09/2023,09/12/2023,Same Day,CUST-0240,Jane Doe,Consumer,United States,New York,Washington,54270,West,PROD-0100,Technology,Copiers,Copier Machine,518.93,4,0.18,158.23
333,OR-000333,04/14/2023,04/15/2023,Same Day,CUST-0246,Fiona Garcia,Corporate,United States,New York,Georgia,55173,South,PROD-0086,Office Supplies,Binders,3-Ring Binder,2703.2,9,0.01,276.44
334,OR-000334,09/06/2023,09/07/2023,Standard Class,CUST-0107,Bob Johnson,Home Office,United States,Chicago,Illinois,40645,Central,PROD-0054,Furniture,Chairs,Executive Chair,751.11,3,0.1,248.64
335,OR-000335,05/05/2023,05/11/2023,Second Class,CUST-0214,Fiona Garcia,Consumer,United States,New York,Oregon,12490,West,PROD-0039,Technology,Phones,Mobile Phone,465.35,2,0.22,77.33
336,OR-000336,10/04/2023,10/05/2023,Standard Class,CUST-0137,Diana Miller,Consumer,United States,Los Angeles,Ohio,78562,Central,PROD-0052,Furniture,Chairs,Executive Chair,973.34,6,0.26,345.11
337,OR-000337,07/24/2023,07/31/2023,First Class,CUST-0484,Hannah Lee,Consumer,United States,Chicago,Pennsylvania,28715,East,PROD-0001,Furniture,Furnishings,Product,359.43,1,0.14,90.26
338,OR-000338,03/18/2023,03/22/2023,Same Day,CUST-0086,Hannah Lee,Consumer,United States,New York,Texas,82397,Central,PROD-0035,Technology,Accessories,Keyboard,1151.05,4,0.28,181.55
339,OR-000339,04/10/2023,04/17/2023,First Class,CUST-0112,John Smith,Home Office,United States,New York,Oregon,68659,West,PROD-0022,Technology,Phones,Mobile Phone,2132.13,5,0.05,669.77
340,OR-000340,05/31/2023,06/07/2023,Same Day,CUST-0133,Jane Doe,Corporate,United States,Houston,Georgia,78358,South,PROD-0050,Office Supplies,Labels,Address Labels,493.49,3,0.27,107.59
341,OR-000341,05/27/2023,06/03/2023,Second Class,CUST-0131,Alice Brown,Home Office,United States,Houston,California,39366,West,PROD-0016,Furniture,Furnishings,Product,874.84,6,0.17,195.9
342,OR-000342,01/18/2023,01/20/2023,Same Day,CUST-0325,Diana Miller,Corporate,United States,New York,Ohio,85698,Central,PROD-0025,Furniture,Furnishings,Product,954.81,5,0.1,202.92
343,OR-000343,09/18/2023,09/24/2023,Same Day,CUST-0276,Edward Davis,Corporate,United States,Houston,Pennsylvania,99050,East,PROD-0046,Furniture,Chairs,Conference Chair,2425.39,9,0.29,829.82
344,OR-000344,10/15/2023,10/21/2023,First Class,CUST-0124,Charlie Wilson,Home Office,United States,Los Angeles,Illinois,66157,Central,PROD-0079,Furniture,Chairs,Executive Chair,1753.57,7,0.06,255.48
345,OR-000345,09/15/2023,09/16/2023,Second Class,CUST-0162,John Smith,Corporate,United States,Houston,Georgia,89101,South,PROD-0054,Furniture,Chairs,Conference Chair,243.51,1,0.29,69.22
346,OR-000346,01/21/2023,01/23/2023,Standard Class,CUST-0099,Bob Johnson,Consumer,United States,Los Angeles,California,15829,West,PROD-0061,Technology,Copiers,Copier Machine,222.8,2,0.1,22.3
347,OR-000347,03/30/2023,03/31/2023,Second Class,CUST-0144,Diana Miller,Corporate,United States,Houston,Washington,61994,West,PROD-0002,Technology,Copiers,Copier Machine,2404.0,8,0.08,399.9
348,OR-000348,02/15/2023,02/21/2023,Standard Class,CUST-0265,Fiona Garcia,Consumer,United States,Los Angeles,Massachusetts,87215,East,PROD-0006,Furniture,Tables,Dining Table,2925.0,7,0.05,716.71
349,OR-000349,10/01/2023,10/08/2023,Second Class,CUST-0288,Diana Miller,Home Office,United States,Los Angeles,Illinois,14837,Central,PROD-0022,Office Supplies,Paper,Copy Paper,499.47,7,0.19,94.41
350,OR-000350,06/09/2023,06/13/2023,Standard Class,CUST-0149,Bob Johnson,Consumer,United States,Chicago,Texas,21926,Central,PROD-0019,Office Supplies,Paper,Notebook,1013.48,3,0.24,176.28
351,OR-000351,04/08/2023,04/10/2023,Same Day,CUST-0380,George Martinez,Home Office,United States,Chicago,Oregon,30702,West,PROD-0059,Office Supplies,Binders,3-Ring Binder,1689.61,7,0.17,339.04
352,OR-000352,11/11/2023,11/14/2023,First Class,CUST-0355,John Smith,Consumer,United States,Chicago,Oregon,25681,West,PROD-0039,Technology,Copiers,Copier Machine,1430.53,10,0.12,508.71
353,OR-000353,09/09/2023,09/14/2023,Standard Class,CUST-0086,George Martinez,Home Office,United States,Los Angeles,Massachusetts,16212,East,PROD-0045,Technology,Copiers,Copier Machine,705.59,7,0.13,233.43
354,OR-000354,03/30/2023,03/31/2023,Second Class,CUST-0176,Fiona Garcia,Home Office,United States,New York,Washington,36774,West,PROD-0017,Technology,Computers,Tablet,193.68,4,0.06,40.28
355,OR-000355,06/26/2023,06/27/2023,Same Day,CUST-0135,John Smith,Corporate,United States,Chicago,Oregon,51719,West,PROD-0077,Office Supplies,Binders,5-Ring Binder,726.63,2,0.27,147.08
356,OR-000356,08/13/2023,08/14/2023,Same Day,CUST-0138,John Smith,Corporate,United States,Los Angeles,North Carolina,74077,South,PROD-0044,Furniture,Furnishings,Product,81.92,9,0.29,21.2
357,OR-000357,03/29/2023,03/30/2023,Same Day,CUST-0485,Diana Miller,Corporate,United States,New York,Illinois,64791,Central,PROD-0050,Furniture,Furnishings,Product,92.92,1,0.13,19.29
358,OR-000358,08/13/2023,08/19/2023,Standard Class,CUST-0287,John Smith,Consumer,United States,New York,Pennsylvania,18777,East,PROD-0009,Office Supplies,Labels,Address Labels,199.81,1,0.12,43.98
359,OR-000359,02/04/2023,02/11/2023,First Class,CUST-0232,Charlie Wilson,Consumer,United States,New York,Pennsylvania,64853,East,PROD-0096,Furniture,Tables,Dining Table,137.63,1,0.01,38.62
360,OR-000360,09/16/2023,09/21/2023,First Class,CUST-0217,Alice Brown,Corporate,United States,Houston,Illinois,48467,Central,PROD-0088,Office Supplies,Paper,Copy Paper,800.6,3,0.28,299.19
361,OR-000361,11/11/2023,11/18/2023,First Class,CUST-0342,Fiona Garcia,Corporate,United States,Chicago,Ohio,22558,Central,PROD-0085,Furniture,Tables,Coffee Table,1594.6,4,0.19,456.14
362,OR-000362,09/21/2023,09/26/2023,Standard Class,CUST-0267,Alice Brown,Corporate,United States,New York,Georgia,41159,South,PROD-0052,Furniture,Bookcases,Standard Bookcase,1409.99,4,0.16,344.63
363,OR-000363,12/03/2023,12/10/2023,Same Day,CUST-0008,Hannah Lee,Corporate,United States,Chicago,Oregon,43384,West,PROD-0020,Office Supplies,Labels,Shipping Labels,159.25,1,0.03,25.36
364,OR-000364,07/11/2023,07/18/2023,Second Class,CUST-0412,George Martinez,Corporate,United States,New York,California,12182,West,PROD-0007,Office Supplies,Paper,Sticky Notes,1518.75,10,0.19,227.38
365,OR-000365,10/08/2023,10/10/2023,Second Class,CUST-0068,Fiona Garcia,Home Office,United States,Los Angeles,Washington,26086,West,PROD-0089,Technology,Copiers,Copier Machine,602.45,5,0.23,96.14
366,OR-000366,07/07/2023,07/09/2023,Standard Class,CUST-0208,Bob Johnson,Corporate,United States,New York,Florida,11206,South,PROD-0100,Office Supplies,Labels,Address Labels,66.71,5,0.25,8.25
367,OR-000367,11/29/2023,12/04/2023,Second Class,CUST-0229,George Martinez,Consumer,United States,New York,Oregon,74012,West,PROD-0070,Office Supplies,Binders,3-Ring Binder,425.49,2,0.05,166.06
368,OR-000368,07/29/2023,08/05/2023,First Class,CUST-0143,Diana Miller,Home Office,United States,Los Angeles,Texas,24867,Central,PROD-0083,Technology,Accessories,Keyboard,916.69,9,0.21,159.9
369,OR-000369,07/19/2023,07/20/2023,Standard Class,CUST-0162,George Martinez,Consumer,United States,Los Angeles,Pennsylvania,87340,East,PROD-0095,Furniture,Furnishings,Product,2376.58,7,0.16,481.11
370,OR-000370,07/24/2023,07/26/2023,Same Day,CUST-0459,Fiona Garcia,Corporate,United States,New York,Georgia,68477,South,PROD-0001,Technology,Phones,Mobile Phone,149.62,1,0.24,48.42
371,OR-000371,06/24/2023,06/29/2023,Standard Class,CUST-0467,Diana Miller,Home Office,United States,New York,Pennsylvania,60301,East,PROD-0095,Technology,Copiers,Copier Machine,1510.67,7,0.01,598.42
372,OR-000372,09/11/2023,09/18/2023,Same Day,CUST-0126,Hannah Lee,Home Office,United States,Los Angeles,North Carolina,72066,South,PROD-0048,Furniture,Bookcases,Standard Bookcase,1084.75,5,0.3,300.9
373,OR-000373,01/24/2023,01/30/2023,Second Class,CUST-0334,Charlie Wilson,Home Office,United States,Houston,Oregon,34431,West,PROD-0055,Furniture,Bookcases,Standard Bookcase,1945.41,5,0.11,435.51
374,OR-000374,09/10/2023,09/12/2023,First Class,CUST-0216,Fiona Garcia,Corporate,United States,Chicago,Ohio,24722,Central,PROD-0061,Furniture,Chairs,Ergonomic Chair,408.96,8,0.2,143.72
